level	saluton!	Hallo!	hello!	grupo	0    	0000-00-00 00:00:00
level	mi estas ~	Ich bin ~	I am ~	grupo	0    	0000-00-00 00:00:00
level	kiu vi estas?	wer bist du?	who are you?	grupo	0    	0000-00-00 00:00:00
level	mia nomo estas ~	mein Name ist ~	my name is ~	grupo	0    	0000-00-00 00:00:00
level	mi ĝojas	Ich bin froh	I am glad	grupo	0    	0000-00-00 00:00:00
level	ankaŭ mi ĝojas	Ich bin auch froh	I am glad, too	grupo	0    	0000-00-00 00:00:00
level	ofte venas	kommt oft	often comes	grupo	0    	0000-00-00 00:00:00
level	al tiu ĉi dancejo	zu diesem Tanzplatz	to this dancing place	grupo	0    	0000-00-00 00:00:00
level	ĉu vi ofte venas al tiu ĉi dancejo?	Kommst du oft zu diesem Tanzlokal?	do you often come to this dancing place?	grupo	0    	0000-00-00 00:00:00
level	ne, ĉu vi?	Nein du?	no, do you?	grupo	0    	0000-00-00 00:00:00
level	ankaŭ mi ne	mi weder	mi neither	grupo	0    	0000-00-00 00:00:00
level	~ estas interesa nomo	~ ist ein interessanter Name	~ is an interesting name	grupo	0    	0000-00-00 00:00:00
level	ĉu?	ist es?	is it?	grupo	0    	0000-00-00 00:00:00
level	ĉu ne?	nicht wahr?	isn't it?	grupo	0    	0000-00-00 00:00:00
level	en kiu maniero?	inwiefern?	in what way?	grupo	0    	0000-00-00 00:00:00
level	rilatas al ~	hängt mit ~ zusammen	is related to ~	grupo	0    	0000-00-00 00:00:00
level	ĝi rilatas al Esperanto	es ist mit Esperanto verwandt.	it is related to Esperanto.	grupo	0    	0000-00-00 00:00:00
level	kio?	Was?	what?	grupo	0    	0000-00-00 00:00:00
level	mi ne aŭdis bone	Ich habe nicht gut gehört	I didn't hear well	grupo	0    	0000-00-00 00:00:00
level	~ estas tro laŭta	~ ist zu laut	~ is too loud	grupo	0    	0000-00-00 00:00:00
level	la muziko estas tro laŭta	die Musik ist zu laut	the music is too loud	grupo	0    	0000-00-00 00:00:00
level	mi diris, ke ~	Das habe ich gesagt ~	I said that ~	grupo	0    	0000-00-00 00:00:00
level	mi diris ke via nomo rilatas al Esperanto	Ich sagte, dass Ihr Name mit Esperanto verwandt ist	I said that your name is related to Esperanto	grupo	0    	0000-00-00 00:00:00
level	ĉu vere?	Wirklich?	really?	grupo	0    	0000-00-00 00:00:00
level	novaĵo por mi	eine Neuigkeit für mich	a news for me	grupo	0    	0000-00-00 00:00:00
level	tio estas novaĵo por mi	Das ist eine Neuigkeit für mich	that's a news for me	grupo	0    	0000-00-00 00:00:00
level	ĉu vi aŭdis pri ~?	Hast du von ~ gehört?	did you hear about ~ ?	grupo	0    	0000-00-00 00:00:00
level	ĉu vi aŭdis pri Esperanto?	Hast du von Esperanto gehört?	did you hear about Esperanto?	grupo	0    	0000-00-00 00:00:00
level	mi ne sciis, ke ~	Das wusste ich nicht ~	I didn't know that ~	grupo	0    	0000-00-00 00:00:00
level	sed mi ne sciis ke mia nomo rilatas al ĝi	aber ich wusste nicht, dass mein Name damit zusammenhängt	but I didn't know that my name is related to it	grupo	0    	0000-00-00 00:00:00
level	fakte	Tatsächlich	in fact	grupo	0    	0000-00-00 00:00:00
level	kia estas ~ ?	Wie ist ~?	how is ~ ?	grupo	0    	0000-00-00 00:00:00
level	kia estas la rilato?	Wie ist das Verhältnis?	how is the relation?	grupo	0    	0000-00-00 00:00:00
level	ho!	Oh!	oh!	grupo	0    	0000-00-00 00:00:00
level	tio estas longa rakonto	das ist eine lange Geschichte	that's a long story	grupo	0    	0000-00-00 00:00:00
level	rakontos al vi	werde es dir sagen	will tell you	grupo	0    	0000-00-00 00:00:00
level	se vi volas	falls Sie es wollen	if you want	grupo	0    	0000-00-00 00:00:00
