level	saluton!	привіт!	hello!	grupo	0    	0000-00-00 00:00:00
level	mi estas ~	Я ~	I am ~	grupo	0    	0000-00-00 00:00:00
level	kiu vi estas?	хто ти?	who are you?	grupo	0    	0000-00-00 00:00:00
level	mia nomo estas ~	мене звати ~	my name is ~	grupo	0    	0000-00-00 00:00:00
level	mi ĝojas	я радий	I am glad	grupo	0    	0000-00-00 00:00:00
level	ankaŭ mi ĝojas	Я теж радий	I am glad, too	grupo	0    	0000-00-00 00:00:00
level	ofte venas	часто приходить	often comes	grupo	0    	0000-00-00 00:00:00
level	al tiu ĉi dancejo	до цього танцювального місця	to this dancing place	grupo	0    	0000-00-00 00:00:00
level	ĉu vi ofte venas al tiu ĉi dancejo?	ти часто приходиш на це танцювальне місце?	do you often come to this dancing place?	grupo	0    	0000-00-00 00:00:00
level	ne, ĉu vi?	ні, ти?	no, do you?	grupo	0    	0000-00-00 00:00:00
level	ankaŭ mi ne	я також	mi neither	grupo	0    	0000-00-00 00:00:00
level	~ estas interesa nomo	~ цікава назва	~ is an interesting name	grupo	0    	0000-00-00 00:00:00
level	ĉu?	є це?	is it?	grupo	0    	0000-00-00 00:00:00
level	ĉu ne?	чи не так?	isn't it?	grupo	0    	0000-00-00 00:00:00
level	en kiu maniero?	яким чином?	in what way?	grupo	0    	0000-00-00 00:00:00
level	rilatas al ~	пов'язане з ~	is related to ~	grupo	0    	0000-00-00 00:00:00
level	ĝi rilatas al Esperanto	це пов'язано з есперанто.	it is related to Esperanto.	grupo	0    	0000-00-00 00:00:00
level	kio?	що?	what?	grupo	0    	0000-00-00 00:00:00
level	mi ne aŭdis bone	Я погано чув	I didn't hear well	grupo	0    	0000-00-00 00:00:00
level	~ estas tro laŭta	~ занадто голосно	~ is too loud	grupo	0    	0000-00-00 00:00:00
level	la muziko estas tro laŭta	музика надто голосна	the music is too loud	grupo	0    	0000-00-00 00:00:00
level	mi diris, ke ~	Я сказав, що ~	I said that ~	grupo	0    	0000-00-00 00:00:00
level	mi diris ke via nomo rilatas al Esperanto	Я сказав, що ваше ім'я пов'язане з есперанто	I said that your name is related to Esperanto	grupo	0    	0000-00-00 00:00:00
level	ĉu vere?	насправді?	really?	grupo	0    	0000-00-00 00:00:00
level	novaĵo por mi	новина для мене	a news for me	grupo	0    	0000-00-00 00:00:00
level	tio estas novaĵo por mi	це для мене новина	that's a news for me	grupo	0    	0000-00-00 00:00:00
level	ĉu vi aŭdis pri ~?	ти чув про ~?	did you hear about ~ ?	grupo	0    	0000-00-00 00:00:00
level	ĉu vi aŭdis pri Esperanto?	ти чув про есперанто?	did you hear about Esperanto?	grupo	0    	0000-00-00 00:00:00
level	mi ne sciis, ke ~	Я цього не знав ~	I didn't know that ~	grupo	0    	0000-00-00 00:00:00
level	sed mi ne sciis ke mia nomo rilatas al ĝi	але я не знав, що моє ім'я пов'язане з ним	but I didn't know that my name is related to it	grupo	0    	0000-00-00 00:00:00
level	fakte	насправді	in fact	grupo	0    	0000-00-00 00:00:00
level	kia estas ~ ?	як ~?	how is ~ ?	grupo	0    	0000-00-00 00:00:00
level	kia estas la rilato?	як стосунки?	how is the relation?	grupo	0    	0000-00-00 00:00:00
level	ho!	о!	oh!	grupo	0    	0000-00-00 00:00:00
level	tio estas longa rakonto	це довга історія	that's a long story	grupo	0    	0000-00-00 00:00:00
level	rakontos al vi	розповість вам	will tell you	grupo	0    	0000-00-00 00:00:00
level	se vi volas	якщо хочеш	if you want	grupo	0    	0000-00-00 00:00:00
level	mi rakontos al vi poste, se vi volas	Я розкажу тобі пізніше, якщо хочеш	I will tell you later, if you want	grupo	0    	0000-00-00 00:00:00
level	en ĉi tiu loko	в цьому місці (у цьому місці)	in this place (in this location)	grupo	0    	0000-00-00 00:00:00
level	tro da bruo	занадто багато шуму	too much noise	grupo	0    	0000-00-00 00:00:00
level	en ĉi tiu loko estas tro da bruo	у цьому місці занадто багато шуму	in this place, there's too much noise	grupo	0    	0000-00-00 00:00:00
level	jes, vi pravas	так, ви праві	yes, you're right	grupo	0    	0000-00-00 00:00:00
level	ĉu ni dancu?	будемо танцювати?	shall we dance?	grupo	0    	0000-00-00 00:00:00
level	bona ideo!	гарна ідея!	good idea!	grupo	0    	0000-00-00 00:00:00
level	dankon por agrabla vespero	дякую за приємний вечір	thank you for a pleasant evening	grupo	0    	0000-00-00 00:00:00
level	dankon al vi	дякую (тобі)	thank you (to you)	grupo	0    	0000-00-00 00:00:00
level	estis vere bona	це було дуже добре	it was very good	grupo	0    	0000-00-00 00:00:00
level	muziko plaĉas al ~	музика приємна ~	a music is pleasing to ~	grupo	0    	0000-00-00 00:00:00
level	la muziko ege plaĉis al mi	музика мені дуже сподобалась	the music was very pleasing to me	grupo	0    	0000-00-00 00:00:00
level	ankaŭ al mi	також мені	also to me	grupo	0    	0000-00-00 00:00:00
level	danci estis tre amuze	танці дуже смішні	dancing is very funny	grupo	0    	0000-00-00 00:00:00
level	danci kun vi	танцювати з тобою	to dance with you	grupo	0    	0000-00-00 00:00:00
level	estis tre amuze danci kun vi	було дуже смішно з тобою танцювати	it was very funny to dance with you	grupo	0    	0000-00-00 00:00:00
level	jen mia nomkarto	ось моя візитна картка	here's my name card	grupo	0    	0000-00-00 00:00:00
