level	doni	geben	to give	grupo	0    	0000-00-00 00:00:00
level	mi	Ich, ich	I, me	grupo	0    	0000-00-00 00:00:00
level	vi	Du	you	grupo	0    	0000-00-00 00:00:00
level	havi	haben, tragen, tragen, besitzen	to have, to wear, to carry, to own	grupo	0    	0000-00-00 00:00:00
level	ŝi	sie	she	grupo	0    	0000-00-00 00:00:00
level	li	Er	he	grupo	0    	0000-00-00 00:00:00
level	ili	Sie	they	grupo	0    	0000-00-00 00:00:00
level	ĝi	Es	it	grupo	0    	0000-00-00 00:00:00
level	oni	einer, jemand, jemand	one, someone, somebody	grupo	0    	0000-00-00 00:00:00
level	ni	wir uns	we, us	grupo	0    	0000-00-00 00:00:00
level	si	man selbst	oneself	grupo	0    	0000-00-00 00:00:00
level	mem	alleine	by oneself	grupo	0    	0000-00-00 00:00:00
level	ĝis ~	bis ~, bis ~	upto ~, until ~	grupo	0    	0000-00-00 00:00:00
level	de ~	von ~	of ~	grupo	0    	0000-00-00 00:00:00
level	da ~	(viel) von ~, (viele) von ~	(much) of ~, (many) of ~	grupo	0    	0000-00-00 00:00:00
level	-aĵo	(Suffix) Sache, konkrete Manifestation	(suffix)  thing, concrete manifestation	grupo	0    	0000-00-00 00:00:00
level	proksima	in der Nähe, in der Nähe, bald, in der Nähe	near, close to, soon, nearby	grupo	0    	0000-00-00 00:00:00
level	-adi	(Suffix) sich wiederholende Aktion, dauerhafte Aktion	(suffix)  repetitive action, lasting action	grupo	0    	0000-00-00 00:00:00
level	-as	(Suffix) Präsens	(suffix)  present tense	grupo	0    	0000-00-00 00:00:00
level	-is	(Suffix) Vergangenheitsform	(suffix)  past tense	grupo	0    	0000-00-00 00:00:00
level	esti	zu sein	to be	grupo	0    	0000-00-00 00:00:00
level	-os	(Suffix) Zukunftsform	(suffix)  future tense	grupo	0    	0000-00-00 00:00:00
level	antaŭ ~	(Präposition) vor ~, vor ~	(preposition)  before ~, in front of ~	grupo	0    	0000-00-00 00:00:00
level	fari	machen, machen	to make, to do	grupo	0    	0000-00-00 00:00:00
level	ankaŭ ~	(Präposition) auch, auch	(preposition)  also, too	grupo	0    	0000-00-00 00:00:00
level	post ~	nach ~	after ~	grupo	0    	0000-00-00 00:00:00
level	mal-	(Präfix) Gegenteil	(prefix)  opposite	grupo	0    	0000-00-00 00:00:00
level	-ul-	(Suffix) eine Person mit einer bestimmten Eigenschaft	(suffix)  a person of some trait	grupo	0    	0000-00-00 00:00:00
level	-in-	(Suffix) weiblich	(suffix)  female	grupo	0    	0000-00-00 00:00:00
level	-ant-	(Suffix) aktive Gegenwart, ist ~ing, jemand, der ~ing ist	(suffix)  active present, is ~ing, someone who is ~ing	grupo	0    	0000-00-00 00:00:00
level	-int-	(Suffix) aktive Vergangenheit, war ~ing	(suffix)  active past, was ~ing	grupo	0    	0000-00-00 00:00:00
level	-ont-	(Suffix) aktive Zukunft, wird ~ing sein	(suffix)  active future, will be ~ing	grupo	0    	0000-00-00 00:00:00
level	kaj (k.)	Und	and	grupo	0    	0000-00-00 00:00:00
