level	mi, vi	аз, ти	I, you	grupo	0    	0000-00-00 00:00:00
level	estas, estis	(настояще) е, съм, са (минало) беше, бяха	(present) is, am, are (past) was, were	grupo	0    	0000-00-00 00:00:00
level	mi estas ~	аз съм ~	I am ~	grupo	0    	0000-00-00 00:00:00
level	vi estas ~	ти си ~	you are ~	grupo	0    	0000-00-00 00:00:00
level	saluton	Здравейте	hello	grupo	0    	0000-00-00 00:00:00
level	saluton, mi estas ~	здравей, аз съм ~	hello, I am ~	grupo	0    	0000-00-00 00:00:00
level	mia, via	моя, твоя	my, your	grupo	0    	0000-00-00 00:00:00
level	nomo	име	a name	grupo	0    	0000-00-00 00:00:00
level	mia nomo, via nomo	моето име, твоето име	my name, your name	grupo	0    	0000-00-00 00:00:00
level	mia nomo estas ~	моето име е ~	my name is ~	grupo	0    	0000-00-00 00:00:00
level	via nomo estas ~	твоето име е ~	your name is ~	grupo	0    	0000-00-00 00:00:00
level	fartas, fartis	(настояще) прави, (минало) направи	(present) does, (past) did	grupo	0    	0000-00-00 00:00:00
level	estis, estos	(настояще) беше, бяха (бъдеще) ще бъде	(present) was, were (future) will be	grupo	0    	0000-00-00 00:00:00
level	nomo, nomon	име, (обективно) име	a name, an (objective) name	grupo	0    	0000-00-00 00:00:00
level	mia amo	моя любов	my love	grupo	0    	0000-00-00 00:00:00
level	vi fartas	вие правите ~	you are doing ~	grupo	0    	0000-00-00 00:00:00
level	kiel	как	how	grupo	0    	0000-00-00 00:00:00
level	kiel vi fartas?	как си?	how are you doing?	grupo	0    	0000-00-00 00:00:00
level	kio	Какво	what	grupo	0    	0000-00-00 00:00:00
level	kio estas via nomo?	Как се казваш?	what is your name?	grupo	0    	0000-00-00 00:00:00
level	bona, bone	добре, добре	good, well	grupo	0    	0000-00-00 00:00:00
level	fartas bone	се справя добре	is doing well	grupo	0    	0000-00-00 00:00:00
level	mi fartas bone	добре съм	I am doing well	grupo	0    	0000-00-00 00:00:00
level	kaj	и	and	grupo	0    	0000-00-00 00:00:00
level	bone, kaj vi?	добре, а ти?	fine, and you?	grupo	0    	0000-00-00 00:00:00
level	ĝis ~	докато ~	until ~	grupo	0    	0000-00-00 00:00:00
level	vidas, vidis	(настояще) вижда, (минало) видях	(present) sees, (past) saw	grupo	0    	0000-00-00 00:00:00
level	vidis, revidis	(минало) видях, (минало) видях отново	(past) saw, (past) saw again	grupo	0    	0000-00-00 00:00:00
level	revidis, revidos	видях отново, ще видя отново	saw again, will see again	grupo	0    	0000-00-00 00:00:00
level	revido, revidon	виждам-отново, виждам-отново (обективно)	seeing-again, seeing-again (objective)	grupo	0    	0000-00-00 00:00:00
level	ĝis revido!	ще се видим отново!	see you again!	grupo	0    	0000-00-00 00:00:00
level	dankon	Благодаря ти	thank you	grupo	0    	0000-00-00 00:00:00
level	dankon kaj ĝis revido!	благодаря и до нови срещи!	thank you and see you again!	grupo	0    	0000-00-00 00:00:00
level	al ~	към ~	to ~	grupo	0    	0000-00-00 00:00:00
level	al vi, al mi	на теб, на мен	to you, to me	grupo	0    	0000-00-00 00:00:00
level	dankas, dankis	(настояще) благодаря, (минало) благодаря	(present) thanks, (past) thanked	grupo	0    	0000-00-00 00:00:00
level	mi dankas al vi	Оценявам те	I appreciate to you	grupo	0    	0000-00-00 00:00:00
level	jes, ne	да не	yes, no	grupo	0    	0000-00-00 00:00:00
level	jes, dankon	да, благодаря ти	yes, thaink you	grupo	0    	0000-00-00 00:00:00
level	manĝas, manĝos	яде, ще яде	eats, will eat	grupo	0    	0000-00-00 00:00:00
level	mi ne manĝas	аз не ям	I don't eat	grupo	0    	0000-00-00 00:00:00
level	ne, mi ne manĝas	не, не ям	no, I don't eat	grupo	0    	0000-00-00 00:00:00
level	bela, bele	красиво, красиво	beautiful, beautifully	grupo	0    	0000-00-00 00:00:00
level	-inda	струва си (край)	worthwhile (ending)	grupo	0    	0000-00-00 00:00:00
level	dankinda, dankinde	оценено, струва си да благодарим	appreciatable, worthwhile to thank	grupo	0    	0000-00-00 00:00:00
level	tuta, tute	цяло, като цяло	whole, as a whole	grupo	0    	0000-00-00 00:00:00
