Ekspresa Esperanto 00. 오리엔테이션	https://youtu.be/u5mbWVWMsKo?si=j09D7BvWVq_uHJKa
Ekspresa Esperanto 01. 에스페란토의 소리(1)	https://youtu.be/hscbrk5P6fs?si=quBmW6c15VXBzj-Y
Ekspresa Esperanto 02. 에스페란토의 소리(2)와 강세	https://youtu.be/myRHhwK9mfY?si=U4IbuNoDymZ6Po4P
Ekspresa Esperanto 03. 명사와 동사(1)	https://youtu.be/P2G_U7WW11s?si=We7sbSWfQiWIqrJS
Ekspresa Esperanto 04. 형용사, 수사	https://youtu.be/leuQydykwco?si=sXDvq0JqEBDjVmnA
Ekspresa Esperanto 05. 판정의문문과 동사(2)	https://youtu.be/2EJU9CZW_DE?si=7SvzYBqqfn5DVRVr
Ekspresa Esperanto 06. 시각, 시간, 날짜	https://youtu.be/yAv9cEy92xg?si=LvnVikJl0rC1G9IQ
Ekspresa Esperanto 07. 위치와 방향	https://youtu.be/1QFQPzzzsaU?si=nu6ehYW5XwERQ6H8
Ekspresa Esperanto 08. 관사와 한정표현	https://youtu.be/OCOFhSTm8so?si=Vy1m5858EfO7ZOrT
Ekspresa Esperanto 09. 파생부사와 원래부사	https://youtu.be/nE1NPggxa78?si=5ApuBscu93GTijxL
Ekspresa Esperanto 10. 비교, 조건 & 가정, 요일	https://youtu.be/RzeGqq5AgsA?si=HdB79zvKmsTnGZTd
Ekspresa Esperanto 질문 & 답변	https://youtu.be/qXpAbOKG9ho?si=YVIEDHjIwwAsUPLU
Ekspresa Esperanto 11. Kio estas tio?	https://youtu.be/op03Nxzlvkg?si=9lKjRVFywMeEIBxV
Ekspresa Esperanto 12. Ĉu ĝi estas finita?	https://youtu.be/p-vNVZwLbrs?si=8SLP4FW8PMEsFNiC
Ekspresa Esperanto 13. La pomojn, kiujn mi aĉetis.	https://youtu.be/7A4XxhzgFUU?si=gNLY363y00mH3P8J
Ekspresa Esperanto 14. Ĉu vi scias, kio estas la telefonnumero de Yuki?	https://youtu.be/nruwqxgZ-V0?si=RZ-NgCLqmdPlQnsO
Ekspresa Esperanto 15. Maria estas ankoraŭ laboranta.	https://youtu.be/OtOhhQCmQGA?si=Jmj3C6hT6vqOP1eS
Vorto kaj Esprimo 01. La Dolĉa Vivo (달콤한 인생)	https://youtu.be/prLisWAvP7U?si=cNHLKAetm1anmGTU
Esperanto Ĉe Ni 01. Saluton!	https://youtu.be/v_o5VG1diUA?si=SrUJHCQHRT7rPEM0
Vorto kaj Esprimo 02 La Eta Princo (어린왕자)	https://youtu.be/ONpRbHABkVs?si=nD_u9KzfEQKMUabU
Esperanto Ĉe Ni 02. Ĉu kokaĵon kun biero?	https://youtu.be/5UDrJRgVxaQ?si=ApTrUNXY2V6HB2jJ
Vorto kaj Esprimo 03 La Besto Farmo (동물농장)	https://youtu.be/rh0rOhICyaQ?si=JVoYkfyzNVKklhGZ
Esperanto Ĉe Ni 03. Kio estas via hobio?	https://youtu.be/cd2B8t2VzG0?si=DBrW_PDodyHBMVSZ
Vorto kaj Esprimo 04. Kriza Alteriĝo sur Vin (사랑의 불시착)	https://youtu.be/__LYTH_Lx28?si=jm03D1qgANVzVAbO
Esperanto Ĉe Ni 04. Kioma horo estas nun?	https://youtu.be/MEr6XldlVb8?si=IOgFzogpGY2rIE_W
Vorto kaj Esprimo 05. Io Bela(아름다운 것)	https://youtu.be/QvP8rZphHqY?si=j1n8eGak_SWRwLuX
Esperanto Ĉe Ni 05. Ĉar mi havas rendevuon	https://youtu.be/m1bJVe_zPgw?si=-_SO0-w3kqDmKoZV
Vorto kaj Esprimo 06. Forigita per la Vento (바람과 함께 사라지다)	https://youtu.be/kVlfWrOwaxE?si=KpzjrWYbXDTvSQkE
Esperanto Ĉe Ni 06. Mi sentas min sana	https://youtu.be/KyIPgHLJfcw?si=LLkYFuT9GaVjbAgj
Vorto kaj Esprimo 07. Milito kontraŭ Krimo(범죄와의 전쟁)	https://youtu.be/e67kqxY-rUg?si=rebHdCgd3_8QhiDz
Esperanto Ĉe Ni 07. Estas bedaŭrinde, ke...	https://youtu.be/tDVmwkXuLkI?si=CDgVsJQa4QXszwBh
Vorto kaj Esprimo 08. Socia Distancado(사회적 거리두기)	https://youtu.be/aA0uAu1ygcM?si=K13EVd566srqtdia
Esperanto Ĉe Ni 08. Mi submetis la peton por kronvirusa subvencio.	https://youtu.be/vK1GY5IRbhU?si=UV2_5NKkT4_xBVw2
Vorto kaj Esprimo 09. Vizaĝo kaj Mieno	https://youtu.be/EEOLoTWDl0U?si=49oz2Xc7f7Y3V9qD
Esperanto Ĉe Ni 09. Komprenite / Kompreneble	https://youtu.be/RR_327E1828?si=r_sfHpgwQZcQk9qM
Vorto kaj Esprimo ĉe Ni - 한국인이 잘 틀리는 단어 구분	https://youtu.be/x6XIKO739Jk?si=SSExdDpEqVj4PBd4
